Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,No Of imported HS6 digit Products,Export Share in Total Products (%),Import Share in Total Products (%),Trade Balance (US$ Thousand),Export (US$ Thousand),Import (US$ Thousand),Import Partner Share (%),Export Partner Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports(US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),No Of Tariff Agreement
Belgium,Namibia,2018,Exports & Imports,200,46,4.45,1.02,-589988.79,28345.84,618334.63,0.14,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,New Caledonia,2018,Exports & Imports,713,24,15.85,0.53,-31270.15,29101.06,60371.21,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Niger,2018,Exports & Imports,549,18,12.21,0.4,60443.87,60466.94,23.07,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Norfolk Island,2018,Exports & Imports,3,2,0.07,0.04,-409.66,7.03,416.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Nigeria,2018,Exports & Imports,1484,288,32.99,6.37,3008331.61,3243314.1,234982.49,0.05,0.69,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Nicaragua,2018,Exports & Imports,171,61,3.8,1.35,-44884.59,10940.69,55825.27,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Niue,2018,Exports & Imports,,4,,0.09,,,1.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Netherlands,2018,Exports & Imports,4145,4233,92.15,93.67,-24367574.37,57331536.2,81699110.57,17.97,12.23,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Norway,2018,Exports & Imports,2461,1175,54.71,26,-4531277.8,1904699.37,6435977.17,1.42,0.41,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Nepal,2018,Exports & Imports,258,174,5.74,3.85,19926.67,23341.62,3414.95,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Nauru,2018,Exports & Imports,6,2,0.13,0.04,-5.71,3.18,8.89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
